marker,chr,pos
AX-90793946,3,5
AX-91553721,3,5
AX-90793941,3,5
AX-91553720,3,5
AX-91553727,3,5
AX-90793964,3,5
PZE-103000190,3,5
AX-90793959,3,5
AX-90619513,3,5
AX-90793954,3,5
AX-91553734,3,5
PZE-103000200,3,5
PZE-103000201,3,5
AX-91553731,3,5
AX-91553761,3,5
AX-90793986,3,5
AX-91553754,3,5
AX-90793976,3,5
PZE-103000204,3,5
AX-90794000,3,5
AX-91553762,3,5
AX-90793992,3,5
AX-90793997,3,5
AX-90793973,3,5
AX-91553755,3,5
AX-91553753,3,5
AX-90793995,3,5
AX-91553765,3,5
AX-90793983,3,5
AX-91553748,3,5
AX-90793987,3,5
AX-90793991,3,5
PZE-103000289,3,5
PZE-103000279,3,5
AX-91553756,3,5
AX-91553747,3,5
PZE-103000262,3,5
PZE-103000261,3,5
AX-91553764,3,5
AX-90793988,3,5
AX-91847028,3,5
AX-90794010,3,5
AX-90794024,3,5
PZE-103000239,3,5
AX-90794026,3,5
AX-90794016,3,5
AX-90794008,3,5
AX-90794006,3,5
AX-90794030,3,5
AX-90794028,3,5
AX-90794029,3,5
AX-90794027,3,5
AX-90794025,3,5
AX-90794037,3,5
PZE-103000307,3,5
AX-90794003,3,5
AX-90794022,3,5
AX-91213212,3,5
AX-91213213,3,5
AX-91213214,3,5
AX-91213219,3,5
AX-90794034,3,5
AX-91847030,3,5
AX-90794044,3,5
AX-91553798,3,5
AX-90794048,3,5
AX-91553784,3,5
AX-91213216,3,5
AX-91553797,3,5
AX-91553799,3,5
AX-90794065,3,5
AX-90794042,3,5
AX-90794033,3,5
AX-90794053,3,5
AX-90794043,3,5
AX-91553792,3,5
AX-90794038,3,5
AX-90794062,3,5
AX-90794045,3,5
AX-91553768,3,5
AX-90794018,3,5
AX-90794055,3,5
AX-90643729,3,5
AX-90794052,3,5
AX-91553788,3,5
AX-90794061,3,5
AX-90590214,3,5
AX-91394939,3,5
AX-91422506,3,5
AX-90604641,3,5
AX-90646356,3,5
AX-90794054,3,5
AX-91553796,3,5
PZA00309.1,3,5
AX-91436322,3,5
AX-90593402,3,5
AX-91213220,3,5
AX-90794080,3,5
AX-91553815,3,5
AX-90794079,3,5
AX-90794081,3,5
AX-90794068,3,5
AX-90794071,3,5
AX-91553801,3,5
AX-91553819,3,5
AX-90600565,3,5
AX-91404918,3,5
AX-91404920,3,5
AX-90794082,3,5
AX-90794085,3,5
AX-91553814,3,5
AX-90794084,3,5
AX-90794077,3,5
AX-90794090,3,5
AX-91847032,3,5
AX-90794089,3,5
AX-90794076,3,5
AX-90794092,3,5
AX-90794073,3,5
PZE-103000508,3,5
AX-91412747,3,5
AX-91412749,3,5
AX-91412748,3,5
AX-91553811,3,5
AX-90639169,3,5
AX-90794075,3,5
PZE-103000505,3,5
AX-90794091,3,5
AX-90794074,3,5
AX-90794067,3,5
AX-91553818,3,5
AX-90794087,3,5
AX-90647215,3,5
AX-91451048,3,5
AX-90647214,3,5
AX-90794093,3,5
AX-90794078,3,5
AX-90794070,3,5
PZE-103000497,3,5
PZE-103000496,3,5
AX-91553804,3,5
AX-91553803,3,5
PZE-103000485,3,5
AX-91847033,3,5
AX-91213226,3,5
AX-90612958,3,5
AX-90612957,3,5
AX-90612955,3,5
AX-90794109,3,5
AX-90794110,3,5
AX-90638008,3,5
AX-91385424,3,5
AX-91441985,3,5
AX-90592109,3,5
AX-90638002,3,5
AX-91405620,3,5
AX-90615340,3,5
AX-91553833,3,5
AX-90794095,3,5
AX-91553835,3,5
