marker,chr,pos
AX-91712770,7,2
AX-91022359,7,2
AX-91022242,7,2
AX-91712765,7,2
AX-91712767,7,2
AX-91712772,7,2
AX-91022361,7,2
AX-91022349,7,2
AX-91712748,7,2
AX-91022327,7,2
AX-91022339,7,2
AX-91022338,7,2
AX-91712754,7,2
AX-91712744,7,2
AX-91712750,7,2
AX-91022324,7,2
AX-91712751,7,2
AX-91712743,7,2
AX-91022344,7,2
AX-91022343,7,2
AX-90592299,7,2
AX-91022345,7,2
AX-91396997,7,2
AX-91447805,7,2
AX-91439887,7,2
AX-91401360,7,2
AX-91022334,7,2
AX-91022323,7,2
AX-91022336,7,2
AX-91712755,7,2
AX-91022325,7,2
AX-91712741,7,2
AX-91022340,7,2
AX-91712757,7,2
AX-91712745,7,2
AX-91022331,7,2
AX-91712739,7,2
AX-91022342,7,2
AX-91712758,7,2
AX-91712725,7,2
AX-91712737,7,2
AX-91712729,7,2
AX-91712733,7,2
AX-91712728,7,2
AX-91022316,7,2
AX-91712718,7,2
AX-91022315,7,2
AX-91022302,7,2
AX-91022304,7,2
AX-91712720,7,2
AX-91712719,7,2
AX-91022297,7,2
AX-91712732,7,2
AX-91022300,7,2
AX-91022318,7,2
AX-91451966,7,2
AX-90623536,7,2
AX-90630261,7,2
AX-90630216,7,2
AX-91022319,7,2
AX-90622761,7,2
AX-91712726,7,2
AX-91712727,7,2
AX-91712734,7,2
AX-91712736,7,2
AX-91712724,7,2
AX-91022279,7,2
AX-91022282,7,2
AX-91712706,7,2
AX-91022281,7,2
AX-91022285,7,2
AX-91712710,7,2
AX-91424978,7,2
AX-91022258,7,2
AX-91022238,7,2
SYN23676,7,2
AX-91022251,7,2
AX-91022254,7,2
AX-91022245,7,2
AX-91022264,7,2
AX-91022246,7,2
AX-91022243,7,2
AX-91712687,7,2
AX-91022260,7,2
AX-91712695,7,2
AX-91712698,7,2
AX-91022287,7,2
AX-91022288,7,2
AX-91712697,7,2
AX-91022290,7,2
AX-91022232,7,2
AX-91022252,7,2
AX-91022267,7,2
AX-91022295,7,2
AX-91022284,7,2
AX-91712709,7,2
AX-91712707,7,2
AX-91022271,7,2
AX-91022274,7,2
SYN23677,7,2
SYN23678,7,2
PZA03504.1,7,2
AX-91431673,7,2
SYN23679,7,2
AX-91389742,7,2
AX-91389745,7,2
AX-91417878,7,2
AX-91417880,7,2
AX-91384914,7,2
AX-90586084,7,2
AX-91384911,7,2
AX-90641621,7,2
AX-91437635,7,2
AX-91022273,7,2
AX-91712708,7,2
AX-91022272,7,2
AX-91022293,7,2
AX-91712700,7,2
AX-91712701,7,2
AX-91022283,7,2
AX-91022277,7,2
AX-91022276,7,2
AX-91712713,7,2
AX-91712702,7,2
AX-91022247,7,2
AX-91022244,7,2
AX-91022239,7,2
AX-91712688,7,2
AX-91022234,7,2
AX-91022255,7,2
AX-91712689,7,2
AX-91022248,7,2
AX-91712692,7,2
AX-91022235,7,2
AX-91712691,7,2
AX-91022240,7,2
AX-91712690,7,2
AX-91022263,7,2
AX-91712694,7,2
AX-91022219,7,2
AX-91712667,7,2
AX-91712675,7,2
AX-91712670,7,2
AX-91712674,7,2
AX-91712672,7,2
AX-91022213,7,2
AX-91022212,7,2
AX-91403414,7,2
AX-91022218,7,2
AX-91022205,7,2
AX-91712666,7,2
AX-91450528,7,2
AX-91022223,7,2
AX-91022208,7,2
AX-91022210,7,2
AX-90579511,7,2
AX-91712664,7,2
AX-91022216,7,2
AX-91022206,7,2
AX-91022220,7,2
AX-91712668,7,2
AX-90583511,7,2
AX-91712677,7,2
AX-91022224,7,2
AX-91388267,7,2
AX-90631296,7,2
AX-91399738,7,2
AX-91398153,7,2
AX-91429569,7,2
AX-91385906,7,2
AX-90625637,7,2
AX-90625635,7,2
AX-91385914,7,2
AX-91415831,7,2
AX-91415834,7,2
AX-91415835,7,2
AX-90611621,7,2
AX-91022228,7,2
AX-90625103,7,2
AX-91429046,7,2
AX-91022217,7,2
AX-90647590,7,2
AX-90638981,7,2
AX-91022227,7,2
AX-91022226,7,2
AX-91712678,7,2
AX-91712665,7,2
AX-91022229,7,2
PZE-107000121,7,2
PZE-107000115,7,2
AX-91022211,7,2
AX-91712671,7,2
AX-91022225,7,2
AX-91712676,7,2
AX-91022209,7,2
AX-91712647,7,2
AX-91022195,7,2
AX-91022187,7,2
AX-91022182,7,2
AX-91712650,7,2
AX-91022177,7,2
AX-91712662,7,2
AX-91712656,7,2
AX-91022184,7,2
AX-91022192,7,2
AX-91022191,7,2
AX-91022189,7,2
AX-91022188,7,2
AX-91022176,7,2
AX-91022196,7,2
AX-91022181,7,2
AX-91712651,7,2
AX-91712646,7,2
AX-91444637,7,2
AX-90640590,7,2
PZE-107000059,7,2
AX-91427650,7,2
AX-91416049,7,2
AX-91022174,7,2
AX-91022190,7,2
AX-91712858,7,2
AX-91712852,7,2
AX-91022418,7,2
AX-91712822,7,2
AX-91022433,7,2
AX-91411761,7,2
AX-91712836,7,2
AX-91712823,7,2
AX-91022415,7,2
AX-91022428,7,2
AX-91022429,7,2
AX-91022414,7,2
AX-91022416,7,2
AX-91022417,7,2
AX-91712828,7,2
AX-91022411,7,2
AX-91712827,7,2
AX-91712825,7,2
AX-91712838,7,2
AX-90639637,7,2
AX-91394922,7,2
AX-90639636,7,2
AX-91443655,7,2
AX-91443654,7,2
PZE-107000798,7,2
AX-91379652,7,2
AX-91712824,7,2
AX-91022430,7,2
AX-90641698,7,2
AX-91022431,7,2
AX-91712830,7,2
AX-91712843,7,2
AX-91022420,7,2
AX-91022421,7,2
AX-91712844,7,2
AX-91712840,7,2
AX-91022419,7,2
AX-91022425,7,2
PZE-107000722,7,2
AX-91387231,7,2
AX-91387232,7,2
AX-91022409,7,2
AX-91712835,7,2
AX-91712834,7,2
AX-91412045,7,2
PZE-107000687,7,2
AX-91022413,7,2
AX-90645430,7,2
AX-91712839,7,2
AX-91022426,7,2
AX-91712829,7,2
AX-91386460,7,2
AX-91022432,7,2
AX-91022404,7,2
AX-91712817,7,2
PZE-107000522,7,2
AX-91022399,7,2
AX-91712810,7,2
AX-91712813,7,2
AX-91712808,7,2
AX-91022397,7,2
AX-91022387,7,2
AX-91022376,7,2
AX-91022380,7,2
AX-91022379,7,2
AX-91712794,7,2
PZA01426.1,7,2
AX-91403678,7,2
AX-91022396,7,2
AX-91022391,7,2
AX-91022373,7,2
AX-91022372,7,2
AX-91712790,7,2
AX-91022375,7,2
AX-91022368,7,2
AX-91022371,7,2
AX-90641513,7,2
AX-90610511,7,2
AX-91022369,7,2
PZE-107000362,7,2
AX-90638380,7,2
AX-91022370,7,2
AX-91022382,7,2
AX-91022377,7,2
AX-91712799,7,2
AX-91022386,7,2
AX-91712803,7,2
AX-91712805,7,2
PZE-107000453,7,2
AX-91389588,7,2
AX-90584923,7,2
AX-91389590,7,2
AX-91022389,7,2
AX-91022392,7,2
AX-91712795,7,2
AX-91712797,7,2
AX-91712869,7,2
AX-91022444,7,2
AX-91427345,7,2
AX-91712848,7,2
AX-91022447,7,2
AX-91712851,7,2
AX-91712884,7,2
AX-91022459,7,2
PZE-107000992,7,2
AX-91022458,7,2
AX-90610989,7,2
AX-91429422,7,2
SYN4997,7,2
SYN5000,7,2
AX-90603900,7,2
SYN5014,7,2
SYN5009,7,2
AX-90603901,7,2
AX-91408151,7,2
AX-91022476,7,2
AX-91022473,7,2
SYN4999,7,2
AX-90598341,7,2
AX-90636108,7,2
