marker,chr,pos
AX-91068720,8,0
AX-90615290,8,0
AX-91068740,8,0
AX-91068728,8,0
PZE-108000028,8,0
AX-91068721,8,0
AX-91068736,8,0
AX-91068723,8,0
AX-91745274,8,0
AX-91745277,8,0
AX-91399423,8,0
AX-91745273,8,0
AX-91745278,8,0
PZE-108000053,8,0
AX-91068739,8,0
AX-91745282,8,0
AX-90590050,8,0
AX-90586855,8,0
AX-91068732,8,0
PZE-108000086,8,0
AX-91745270,8,0
AX-91068731,8,0
AX-91745286,8,0
AX-91068744,8,0
AX-91068770,8,0
AX-91745294,8,0
AX-91068757,8,0
AX-91068745,8,0
AX-91745290,8,0
AX-91745289,8,0
AX-91068743,8,0
AX-90600034,8,0
AX-91448709,8,0
AX-91068759,8,0
AX-91068767,8,0
AX-91068771,8,0
AX-91745293,8,0
AX-91068753,8,0
PZE-108000099,8,0
AX-91410349,8,0
AX-90606196,8,0
AX-91410350,8,0
AX-91745296,8,0
AX-90612867,8,0
AX-91745295,8,0
AX-90632692,8,0
PZA02388.1,8,0
AX-91445082,8,0
AX-90623971,8,0
AX-91452044,8,0
AX-91068774,8,0
AX-91068746,8,0
AX-91068748,8,0
AX-91068766,8,0
AX-91429392,8,0
AX-91429393,8,0
AX-90625456,8,0
AX-91429391,8,0
AX-91068765,8,0
PZE-108000101,8,0
AX-91068763,8,0
PZE-108000104,8,0
PZE-108000105,8,0
PZE-108000107,8,0
AX-91068747,8,0
PZE-108000108,8,0
PZE-108000109,8,0
PZE-108000127,8,0.271857727737973
AX-91068785,8,0.396525076765609
AX-91745310,8,0.407553735926305
AX-91745308,8,0.40949846468782
AX-91745311,8,0.410854657113613
AX-91745322,8,0.411642784032753
AX-91068795,8,0.411837256908905
AX-91068780,8,0.412548618219038
AX-91068784,8,0.413520982599795
AX-91745325,8,0.417047082906858
AX-91745323,8,0.41917604912999
AX-91068799,8,0.419396110542477
AX-91068794,8,0.420051177072671
AX-91068802,8,0.423986693961105
AX-91068778,8,0.424447287615148
AX-91745303,8,0.425199590583419
AX-91068793,8,0.434063459570113
AX-91745321,8,0.434841351074719
AX-91068776,8,0.457804503582395
AX-91745320,8,0.458444216990788
AX-91068789,8,0.459754350051177
PZE-108000300,8,0.463045035823951
AX-91745336,8,0.469309109518936
AX-91068817,8,0.474897645854657
AX-91745334,8,0.481898669396111
AX-91068808,8,0.482098259979529
AX-91392673,8,0.482512794268168
AX-90635525,8,0.489227226202661
AX-91439456,8,0.489303991811668
AX-91425648,8,0.494728761514841
AX-91068810,8,0.52521494370522
AX-91068822,8,0.528034800409417
AX-91068827,8,0.529119754350051
AX-91745337,8,0.538444216990788
AX-91745338,8,0.561960081883316
AX-91068807,8,0.56381780962129
AX-91745342,8,0.574974411463664
AX-91745331,8,0.592149437052201
AX-91068830,8,0.598633572159673
AX-91068815,8,0.60101197310934
AX-91745341,8,0.602757674367636
AX-91745317,8,0.625600442142677
AX-91745316,8,0.625691919937871
AX-91745326,8,0.643592980985006
PZE-108000369,8,0.678074392411155
AX-91068806,8,0.730296778742847
AX-91745275,8,0.732412202756721
AX-91068804,8,0.732924859567291
AX-91068814,8,0.783959940348854
AX-91068818,8,0.785734228418149
AX-91068809,8,0.78672333207869
AX-91745328,8,0.788093593219208
AX-91068828,8,0.788842567667364
AX-91745344,8,0.789282804556738
AX-91068829,8,0.789343789753534
AX-91068805,8,0.79093131065764
PZE-108000244,8,0.792200565065964
PZE-108000243,8,0.792240586601362
AX-91745348,8,0.797096532896273
AX-91068845,8,0.797511994549448
SYN17377,8,0.798335294706199
SYN17378,8,0.798644032264981
AX-91420256,8,0.800862368798449
AX-91068857,8,0.801428387656215
AX-91068850,8,0.801742842577196
AX-91068834,8,0.80218689104137
AX-91436998,8,0.802373658206559
AX-91428616,8,0.803892570764268
SYN17375,8,0.803978331197263
AX-90607251,8,0.807889006941831
AX-90622114,8,0.808150099815615
AX-91068856,8,0.808275881784008
AX-90630551,8,0.808630358240387
AX-91745351,8,0.810884904734452
AX-91745361,8,0.811218417529432
PZE-108000136,8,0.811494756702416
AX-91068839,8,0.811731074340002
AX-91745354,8,0.909614220985578
AX-91068855,8,0.909863879134963
AX-91745355,8,0.91075769342551
AX-91745350,8,0.914207168619305
AX-91068854,8,0.916173941215988
AX-91656841,8,0.91797681609628
AX-91068871,8,0.922992848532782
AX-91068858,8,0.923229166170368
AX-91068876,8,0.923341607626961
AX-91068866,8,0.923463578020554
AX-91068870,8,0.923579831051947
AX-91745388,8,0.923738011406138
AX-91068880,8,0.923812337114733
PUT-163a-76925486-4032,8,0.924563217350288
PUT-163a-76925486-4031,8,0.924746172940678
AX-91438679,8,0.925117801483656
AX-91438680,8,0.925188315617451
AX-91416752,8,0.925864870144411
AX-90606800,8,0.925950630577406
AX-91382854,8,0.925973500026205
AX-90592641,8,0.926408019553379
PZE-108000403,8,0.926617656167366
AX-90578774,8,0.926737720773559
AX-90602571,8,0.92689399534035
AX-91745373,8,0.927320891717924
AX-91068877,8,0.927433333174518
AX-91068860,8,0.9277325417963
AX-91068861,8,0.927797338567896
AX-91745383,8,1.0257572103228
AX-91745363,8,1.02637807221604
AX-91068865,8,1.02729302658503
AX-91745368,8,1.02736149255822
AX-91745381,8,1.02798079840661
AX-91068874,8,1.02803681602104
PZE-108000438,8,1.02806949296279
AX-91383120,8,1.03064941531615
AX-91447997,8,1.03090305062592
AX-90644118,8,1.03096062428519
AX-91068863,8,1.08590612381449
AX-91068878,8,1.08599170628097
AX-91745364,8,1.08628579875672
AX-91745379,8,1.08658922750154
AX-91068872,8,1.08664213302627
AX-91068873,8,1.08671215504431
AX-91068894,8,1.11135679330278
AX-91068896,8,1.11179871003882
AX-91745407,8,1.11190918922283
AX-91745394,8,1.11227174767177
AX-91068890,8,1.11234643782434
AX-91745397,8,1.13494176502167
AX-91068905,8,1.13529498720153
AX-91404273,8,1.13635620978597
AX-90574346,8,1.13702219697972
AX-91378956,8,1.13738008729412
AX-91068909,8,1.1375310236441
AX-91745408,8,1.13771619298068
