chrom	start	end	B73_inra	A632_usa	CO255_inra	FV252_inra	OH43_inra	A654_inra	FV2_inra	C103_inra	EP1_inra	D105_inra	W117_inra	B96	DK63	F492	ND245	VA85	n_haps
6	34998	29350347	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
6	29350347	31931164	1	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	15
6	31931164	33143808	1	1	2	3	4	5	6	7	8	7	9	10	11	12	13	14	14
6	33143808	33983145	1	1	2	3	4	5	6	7	8	7	9	10	11	12	13	1	13
6	33983145	36127929	1	1	2	3	4	5	6	7	8	9	10	11	12	13	14	1	14
6	36127929	36427533	1	1	2	3	4	5	6	7	8	9	4	10	11	12	13	1	13
6	36427533	39664553	1	1	2	3	4	5	6	7	8	9	4	10	11	12	13	14	14
6	39664553	39875838	1	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	15
6	39875838	40360111	1	1	2	3	4	5	6	7	8	9	10	11	2	12	13	14	14
6	40360111	40508320	1	2	3	4	5	6	7	8	9	10	11	12	3	13	14	15	15
6	40508320	53939101	1	1	2	3	4	5	6	7	8	9	10	11	2	12	13	14	14
6	53939101	61203772	1	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	15
6	61203772	61211845	1	1	2	3	4	5	6	7	8	9	10	11	12	13	14	9	14
6	61211845	65165654	1	1	2	3	4	5	6	7	8	9	10	11	12	3	13	9	13
6	65165654	65313977	1	1	2	3	4	5	6	7	8	9	10	11	12	3	13	14	14
6	65313977	69316736	1	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	15
6	69316736	69320798	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
6	69320798	73250032	1	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	15
6	73250032	77414719	1	1	2	3	4	5	6	7	8	9	10	11	12	13	12	14	14
6	77414719	81600381	1	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	15
6	81600381	82559133	1	1	2	3	2	4	5	6	7	8	9	10	11	12	13	14	14
6	82559133	83692028	1	1	2	3	2	4	5	6	7	8	9	10	11	12	13	2	13
6	83692028	85027940	1	1	2	2	2	3	4	5	6	7	8	9	10	11	12	2	12
6	85027940	85809747	1	1	2	2	2	3	4	5	6	7	8	9	10	11	12	13	13
6	85809747	85811278	1	1	1	1	1	2	3	4	5	6	7	8	9	10	11	12	12
6	85811278	85858718	1	1	1	2	2	3	4	5	6	7	8	9	10	11	12	13	13
6	85858718	85905681	1	1	1	2	3	4	5	6	7	8	9	10	11	12	13	14	14
6	85905681	86989439	1	1	1	2	3	4	5	6	7	8	9	10	11	12	9	13	13
6	86989439	87381968	1	2	1	3	4	5	6	7	8	9	10	11	12	13	10	14	14
6	87381968	87638255	1	2	3	4	5	6	7	8	9	10	11	12	13	14	11	15	15
6	87638255	88155070	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
6	88155070	89311961	1	2	3	4	2	5	6	7	8	9	10	11	12	13	14	15	15
6	89311961	89368752	1	2	3	4	2	5	6	7	8	7	9	10	11	12	13	14	14
6	89368752	89401980	1	2	3	4	2	5	6	7	8	7	9	10	11	12	13	13	13
6	89401980	89536280	1	2	3	4	2	5	1	6	7	6	8	9	10	11	12	12	12
6	89536280	89571027	1	2	3	4	2	5	1	6	7	6	8	9	5	10	11	11	11
6	89571027	89895176	1	2	3	4	2	5	1	6	7	6	8	5	5	9	10	10	10
6	89895176	90171338	1	2	3	1	2	4	1	5	6	5	7	4	4	8	9	9	9
6	90171338	90173191	1	2	3	1	2	4	1	5	6	5	7	8	4	9	10	10	10
6	90173191	90312255	1	2	3	1	2	4	1	5	6	7	8	9	4	10	11	11	11
6	90312255	90317797	1	2	3	1	2	4	1	5	6	7	8	9	10	11	12	12	12
