chrom	start	end	B73_inra	A632_usa	CO255_inra	FV252_inra	OH43_inra	A654_inra	FV2_inra	C103_inra	EP1_inra	D105_inra	W117_inra	B96	DK63	F492	ND245	VA85	n_haps
5	14195	89362	1	2	3	4	5	6	7	8	9	10	11	12	6	13	14	15	15
5	89362	473174	1	2	3	4	5	6	7	8	9	10	11	12	6	13	10	14	14
5	473174	685166	1	2	3	4	5	1	6	7	8	9	2	10	1	11	9	9	11
5	685166	705455	1	2	3	4	5	1	6	7	8	9	2	10	1	9	9	9	10
5	705455	845724	1	2	3	4	5	1	6	7	8	7	2	9	1	7	7	7	9
5	845724	950367	1	2	3	4	5	1	3	6	7	6	2	8	1	6	6	6	8
5	950367	951759	1	2	3	4	5	1	3	6	7	8	2	9	1	8	8	8	9
5	951759	957131	1	2	3	4	5	1	3	6	7	1	2	8	1	1	1	1	8
5	957131	974824	1	2	3	4	5	1	3	6	7	8	2	9	1	8	8	1	9
5	974824	1066495	1	2	3	4	5	1	3	6	7	8	2	9	10	8	8	1	10
5	1066495	1074298	1	2	3	4	5	1	3	6	7	6	2	8	9	6	6	1	9
5	1074298	1088258	1	2	3	4	5	1	3	6	7	6	2	8	4	6	6	1	8
5	1088258	1094792	1	2	3	4	5	1	3	6	7	6	2	8	4	9	6	1	9
5	1094792	1095460	1	2	3	4	5	1	6	7	8	7	2	9	4	10	7	1	10
5	1095460	1099391	1	2	3	4	5	6	7	8	9	8	2	10	4	11	8	6	11
5	1099391	1127071	1	2	3	4	5	6	7	8	9	10	2	11	4	12	8	6	12
5	1127071	1134654	1	2	3	4	5	6	7	8	9	10	2	11	4	2	8	6	11
5	1134654	1134703	1	2	3	4	5	6	7	8	1	9	2	10	4	2	8	6	10
5	1134703	1163735	1	2	3	4	5	6	7	8	1	9	10	11	4	2	8	6	11
5	1163735	1164476	1	2	3	4	5	6	7	8	1	9	10	11	12	2	8	6	12
5	1164476	1167794	1	2	3	4	5	6	7	8	1	9	4	10	11	2	8	6	11
5	1167794	1222809	1	2	3	4	5	6	7	8	1	9	4	4	10	2	8	6	10
5	1222809	1225795	1	2	3	4	5	6	7	8	1	9	4	4	10	2	8	2	10
5	1225795	1282713	1	2	3	4	5	6	7	8	1	1	4	4	9	2	8	2	9
5	1282713	1282795	1	2	3	4	5	1	6	7	1	1	4	4	8	2	7	2	8
5	1282795	1366866	1	2	3	1	4	5	6	7	5	5	1	1	8	2	7	2	8
5	1366866	1367692	1	2	3	1	4	5	6	7	5	5	1	1	8	9	10	9	10
