chrom	start	end	B73_inra	A632_usa	CO255_inra	FV252_inra	OH43_inra	A654_inra	FV2_inra	C103_inra	EP1_inra	D105_inra	W117_inra	B96	DK63	F492	ND245	VA85	n_haps
10	92823	94323	1	2	3	4	5	3	6	7	6	8	9	10	2	11	3	12	12
10	94323	271391	1	2	3	4	5	3	6	7	6	4	8	9	2	10	3	11	11
10	271391	601011	1	2	3	4	5	3	6	7	6	4	8	9	2	10	3	3	10
10	601011	824582	1	2	3	4	5	3	6	7	6	4	8	8	2	9	3	3	9
10	824582	827143	1	2	3	4	5	3	4	6	4	4	7	7	2	8	3	3	8
10	827143	831285	1	2	3	4	5	6	4	7	4	4	8	9	2	10	6	6	10
10	831285	862009	1	2	3	4	4	5	4	6	4	4	7	8	2	9	5	5	9
10	862009	897861	1	2	3	4	5	6	5	7	5	5	8	9	2	10	6	6	10
10	897861	1047326	1	2	3	4	5	1	5	6	5	5	7	8	2	9	1	1	9
10	1047326	1047971	1	2	3	4	5	6	5	7	5	5	8	9	2	10	6	1	10
10	1047971	1121483	1	2	3	4	5	6	5	1	5	5	7	8	2	9	6	1	9
10	1121483	1293956	1	2	3	4	5	6	5	1	5	5	7	8	2	8	6	1	8
10	1293956	1368132	1	2	3	4	5	6	5	1	5	5	7	8	2	9	6	1	9
10	1368132	1373230	1	2	3	4	5	6	5	1	5	7	8	9	2	10	6	1	10
10	1373230	1391061	1	2	3	4	5	6	7	8	7	9	10	11	2	12	6	1	12
10	1391061	1500934	1	2	3	4	5	6	7	8	9	10	11	12	2	13	6	14	14
10	1500934	1695304	1	2	3	4	5	6	7	8	7	9	10	11	2	12	6	13	13
10	1695304	2036216	1	2	3	4	5	6	7	8	9	10	11	12	2	13	6	14	14
10	2036216	2346036	1	1	2	3	4	5	6	7	8	9	10	11	1	12	5	13	13
10	2346036	2371985	1	1	2	3	4	5	6	7	8	9	10	11	1	1	5	12	12
10	2371985	2562201	1	1	2	3	4	5	6	7	8	6	9	10	1	1	5	11	11
10	2562201	2597059	1	1	2	3	4	5	6	7	8	9	10	11	1	1	5	12	12
10	2597059	2770980	1	1	2	3	4	5	6	7	8	9	10	11	12	1	5	13	13
