chrom	start	end	B73_inra	A632_usa	CO255_inra	FV252_inra	OH43_inra	A654_inra	FV2_inra	C103_inra	EP1_inra	D105_inra	W117_inra	B96	DK63	F492	ND245	VA85	n_haps
7	75915	79043	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
7	79043	1245231	1	2	3	4	5	6	7	8	9	10	11	12	2	13	14	8	14
7	1245231	1368493	1	2	3	3	4	5	6	7	7	8	9	10	2	11	12	7	12
7	1368493	1373047	1	2	3	4	5	6	7	8	8	9	10	11	2	12	13	8	13
7	1373047	1465315	1	2	3	4	5	6	7	8	9	10	11	12	2	13	14	8	14
7	1465315	1465755	1	2	3	4	5	6	7	8	9	10	11	12	2	13	6	8	13
7	1465755	1667725	1	2	3	4	5	3	6	7	8	9	10	11	2	12	3	7	12
7	1667725	1674697	1	2	3	4	5	3	6	7	6	8	9	10	2	11	3	7	11
7	1674697	1674984	1	2	3	4	5	3	6	7	6	8	9	10	2	11	12	7	12
7	1674984	1881455	1	2	3	4	5	3	6	7	6	8	7	9	2	10	11	7	11
7	1881455	1885739	1	2	3	4	5	6	7	8	7	9	8	10	2	11	12	8	12
7	1885739	2057454	1	2	3	4	5	6	7	8	7	9	8	10	2	11	9	8	11
7	2057454	2058717	1	2	3	4	5	6	7	8	7	9	10	11	2	12	9	8	12
7	2058717	2173879	1	2	3	4	5	6	7	8	9	10	11	12	2	13	10	8	13
7	2173879	2249192	1	2	3	4	5	6	7	8	9	10	11	12	13	14	10	8	14
7	2249192	2260505	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	8	15
7	2260505	2260878	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
7	2260878	2630187	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	8	15
7	2630187	2671510	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
7	2671510	2758269	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	8	15
7	2758269	2986994	1	2	3	4	5	6	7	8	9	10	11	7	12	13	14	8	14
7	2986994	2991907	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	8	15
7	2991907	3080163	1	2	2	3	4	5	6	7	8	9	10	11	12	13	14	7	14
7	3080163	3194870	1	2	2	3	4	5	6	7	8	9	10	11	12	13	4	7	13
7	3194870	3306836	1	2	3	4	5	6	7	8	9	10	11	12	13	14	5	8	14
7	3306836	3309536	1	2	3	4	5	6	7	8	9	10	6	11	12	13	5	8	13
7	3309536	3324431	1	2	3	4	5	6	7	7	8	9	6	10	11	12	5	7	12
7	3324431	3556007	1	2	3	4	5	5	6	6	7	8	5	9	10	11	5	6	11
7	3556007	3652470	1	2	3	4	5	5	6	6	7	8	5	9	1	10	5	6	10
7	3652470	3740818	1	2	3	4	5	5	6	7	8	9	5	10	1	11	5	7	11
7	3740818	3748413	1	2	3	4	5	5	6	7	8	9	5	10	1	5	5	7	10
7	3748413	3769838	1	2	3	4	5	6	7	8	9	10	5	11	1	5	5	8	11
7	3769838	3851186	1	2	3	4	5	6	7	8	9	10	11	12	13	11	11	8	13
7	3851186	3851252	1	2	3	4	5	6	7	8	9	10	5	11	12	5	5	8	12
7	3851252	3853476	1	2	3	4	5	6	7	8	1	9	5	10	11	5	5	8	11
7	3853476	4055792	1	2	3	4	5	6	7	8	1	9	5	10	1	5	5	8	10
7	4055792	4062014	1	2	3	4	5	6	7	8	9	10	5	11	1	5	5	8	11
7	4062014	4097927	1	2	3	4	5	6	7	8	9	10	5	11	12	5	5	8	12
7	4097927	4201215	1	2	3	4	5	6	7	8	9	10	11	12	13	5	5	8	13
7	4201215	4278756	1	2	3	4	4	5	6	7	8	9	10	11	12	13	4	7	13
7	4278756	4473112	1	2	3	4	5	6	7	8	9	10	11	12	13	14	5	8	14
7	4473112	4766949	1	2	3	4	5	6	7	8	9	10	11	12	13	14	5	15	15
7	4766949	4829256	1	2	3	4	5	6	7	8	9	10	11	12	13	14	5	4	14
7	4829256	5085886	1	2	3	4	5	4	6	7	8	9	10	11	12	13	5	4	13
7	5085886	5119792	1	2	3	4	5	6	7	8	9	10	11	12	13	14	5	6	14
7	5119792	5231226	1	2	3	4	5	6	7	8	9	10	11	12	13	14	5	15	15
7	5231226	5659600	1	2	3	4	5	6	7	8	9	10	11	12	13	14	5	5	14
7	5659600	5665194	1	2	3	4	5	6	7	8	9	10	11	12	13	14	5	15	15
7	5665194	5843912	1	1	2	3	4	5	6	7	8	9	10	11	12	13	4	14	14
7	5843912	5875752	1	1	2	3	4	5	6	7	8	9	10	11	12	13	4	7	13
7	5875752	6119370	1	1	2	3	4	5	6	7	8	9	1	10	11	12	4	7	12
7	6119370	6327104	1	1	2	3	4	5	6	3	7	8	1	9	10	11	4	3	11
7	6327104	6340395	1	1	2	3	4	5	6	3	7	8	9	10	11	12	4	3	12
7	6340395	6344488	1	2	3	4	5	6	7	4	8	9	10	11	12	13	5	4	13
7	6344488	6434096	1	2	3	4	5	6	7	4	8	9	10	11	2	12	5	4	12
7	6434096	6493230	1	2	3	4	5	6	7	8	9	10	11	12	2	13	5	4	13
7	6493230	6496284	1	2	3	4	5	6	7	8	9	10	11	12	2	13	5	14	14
7	6496284	6588444	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
7	6588444	6748213	1	2	3	4	5	6	7	8	9	10	11	9	12	13	14	15	15
7	6748213	7455338	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
7	7455338	7504039	1	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	15
7	7504039	7547868	1	1	2	3	4	5	6	3	7	8	9	10	11	12	13	14	14
7	7547868	7848612	1	1	2	3	4	5	6	3	7	8	9	10	11	12	4	13	13
7	7848612	8249529	1	2	3	4	5	6	7	8	9	10	11	12	13	14	5	15	15
7	8249529	8249824	1	2	3	4	5	6	7	8	9	6	10	11	12	13	5	14	14
7	8249824	8477268	1	2	3	4	5	6	7	8	9	6	5	10	11	12	5	13	13
7	8477268	8477688	1	2	3	4	5	6	7	8	9	10	5	11	12	13	5	14	14
7	8477688	8606982	1	2	3	4	5	6	7	8	9	10	5	11	12	4	5	13	13
7	8606982	8608320	1	2	3	4	5	6	7	8	9	10	5	11	12	4	5	6	12
7	8608320	8716390	1	2	3	4	5	6	7	8	9	6	5	10	11	4	5	6	11
7	8716390	8760985	1	2	3	4	5	6	7	8	9	6	5	10	11	12	5	6	12
7	8760985	8979716	1	2	3	4	5	6	7	4	8	6	5	9	10	11	5	6	11
7	8979716	8987554	1	2	3	4	5	6	7	4	8	6	9	10	11	12	5	6	12
7	8987554	8987992	1	2	3	4	5	6	7	8	9	6	10	11	12	13	5	6	13
7	8987992	9481140	1	2	3	4	5	6	7	8	9	6	10	11	12	13	5	14	14
7	9481140	9547811	1	2	3	4	5	6	7	8	9	10	11	12	13	14	5	15	15
7	9547811	9635251	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
7	9635251	9652980	1	2	3	4	5	6	7	8	9	10	11	12	13	14	13	15	15
7	9652980	9660850	1	2	3	4	5	6	7	8	9	10	11	12	2	13	2	14	14
7	9660850	10085259	1	2	3	4	5	6	7	8	9	10	5	11	2	12	2	13	13
7	10085259	10088536	1	2	3	4	5	6	7	8	9	10	5	11	2	5	2	4	11
7	10088536	10114147	1	2	3	4	5	6	7	8	9	6	5	10	2	5	2	4	10
7	10114147	10118453	1	2	3	4	5	6	7	8	9	6	10	11	12	10	12	4	12
7	10118453	10330918	1	2	3	4	5	2	6	7	8	2	9	10	11	9	12	4	12
7	10330918	10342509	1	2	3	4	5	2	6	7	8	2	9	10	11	12	13	4	13
7	10342509	10474954	1	2	3	4	5	2	6	7	8	9	10	11	12	13	14	4	14
7	10474954	10576929	1	2	3	4	5	2	6	7	8	9	10	11	12	13	14	15	15
7	10576929	10933860	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
7	10933860	10976246	1	2	3	4	5	6	7	8	9	10	11	12	13	14	3	15	15
7	10976246	10976816	1	2	3	4	1	5	6	7	8	9	10	11	12	13	3	14	14
7	10976816	10977841	1	2	3	4	1	5	6	7	8	9	10	11	12	1	3	13	13
7	10977841	11274033	1	2	3	4	1	5	6	7	8	9	4	10	11	1	3	12	12
7	11274033	11290109	1	2	3	4	1	5	6	7	8	9	10	11	12	1	3	13	13
7	11290109	11574742	1	2	3	4	1	5	6	7	8	9	10	11	8	1	12	13	13
7	11574742	11819813	1	2	3	4	1	5	6	7	8	9	10	11	12	1	13	14	14
7	11819813	11822167	1	2	3	4	1	5	6	7	8	9	10	11	12	13	14	15	15
7	11822167	12037481	1	2	3	4	1	5	6	7	8	9	10	11	12	13	14	2	14
7	12037481	12043182	1	2	3	4	1	4	5	6	7	8	9	10	11	12	13	2	13
7	12043182	12097565	1	2	3	4	1	4	5	6	7	8	9	10	11	4	12	2	12
7	12097565	12172234	1	2	3	3	1	3	4	5	6	7	8	9	10	3	11	2	11
7	12172234	12178549	1	2	1	1	1	1	3	4	5	6	7	8	9	1	10	2	10
7	12178549	12625898	1	2	3	3	3	3	4	5	6	7	8	9	10	3	11	2	11
7	12625898	12627077	1	2	3	3	3	3	4	5	6	7	8	9	6	3	10	2	10
7	12627077	12661871	1	2	3	3	3	3	4	5	6	7	8	9	6	10	11	2	11
7	12661871	12663253	1	2	3	3	3	4	5	6	7	8	9	10	7	11	12	2	12
7	12663253	12749415	1	2	3	3	3	4	5	6	7	4	8	9	7	10	11	2	11
7	12749415	12812532	1	2	3	3	3	4	5	6	1	4	7	8	1	9	10	2	10
7	12812532	13239884	1	2	3	3	3	4	5	5	1	4	6	7	1	8	9	2	9
7	13239884	13319578	1	2	3	3	3	4	5	6	1	4	7	8	1	9	10	2	10
7	13319578	13333346	1	2	3	3	3	4	5	6	7	4	8	9	7	10	11	2	11
7	13333346	13385942	1	2	3	3	3	4	5	6	7	8	9	10	7	11	12	2	12
7	13385942	13833657	1	2	3	4	4	5	6	7	8	9	10	11	12	13	14	15	15
7	13833657	14497877	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
7	14497877	14771186	1	2	3	4	5	6	7	8	9	10	11	12	13	14	3	15	15
7	14771186	14779755	1	1	2	3	4	5	6	7	8	9	10	11	12	13	2	14	14
7	14779755	15043602	1	1	2	3	4	5	6	7	8	9	10	11	12	13	2	3	13
7	15043602	15408232	1	1	2	3	4	5	6	7	8	9	10	11	12	13	14	3	14
7	15408232	15695224	1	1	2	3	4	5	6	7	8	9	10	11	12	13	5	3	13
7	15695224	15920784	1	1	2	3	4	5	6	7	8	9	10	11	1	12	5	3	12
7	15920784	15921832	1	1	2	3	4	2	5	6	7	8	9	10	1	11	12	3	12
