chrom	start	end	B73_inra	A632_usa	CO255_inra	FV252_inra	OH43_inra	A654_inra	FV2_inra	C103_inra	EP1_inra	D105_inra	W117_inra	B96	DK63	F492	ND245	VA85	n_haps
9	11015	925277	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	5	15
9	925277	1005035	1	2	3	4	5	6	7	8	9	10	11	12	6	13	14	5	14
9	1005035	1099706	1	2	3	4	5	6	7	8	9	10	11	12	6	6	13	5	13
9	1099706	1128038	1	2	3	4	5	1	6	7	8	9	10	11	1	1	12	5	12
9	1128038	1461883	1	2	3	4	5	6	7	8	9	10	11	12	1	1	13	5	13
9	1461883	1462740	1	2	3	4	5	6	7	8	9	10	11	12	1	1	5	5	12
9	1462740	1462808	1	2	3	4	5	6	7	8	9	2	10	11	1	1	5	5	11
9	1462808	1629315	1	2	3	4	5	6	7	8	5	2	9	10	1	1	5	5	10
9	1629315	1715136	1	2	3	4	5	6	7	8	5	2	9	10	11	1	5	5	11
9	1715136	1715351	1	2	3	4	5	6	7	8	5	2	9	10	11	1	12	5	12
9	1715351	1780363	1	2	3	4	5	6	7	8	9	2	10	11	12	1	13	5	13
9	1780363	1980598	1	2	3	4	5	6	7	8	9	10	11	12	13	1	14	5	14
9	1980598	1980670	1	2	3	4	5	6	7	8	9	10	11	12	13	1	9	5	13
9	1980670	2199317	1	2	3	4	5	6	7	1	8	9	10	11	12	1	8	5	12
9	2199317	2247491	1	2	3	4	5	6	7	1	8	9	10	11	12	1	13	5	13
9	2247491	2250252	1	2	3	4	5	6	7	1	8	9	1	10	11	1	12	5	12
9	2250252	2259698	1	2	3	4	5	6	7	8	9	10	1	11	12	8	13	5	13
9	2259698	2352549	1	2	3	4	5	6	7	8	9	10	1	11	12	8	1	5	12
9	2352549	2390090	1	2	3	4	5	6	7	8	9	10	1	11	12	13	1	5	13
9	2390090	2410887	1	2	3	1	4	5	6	7	8	9	1	10	11	12	1	4	12
9	2410887	2447165	1	2	3	1	4	5	6	7	8	9	1	10	7	11	1	4	11
9	2447165	2773770	1	2	3	1	4	5	6	7	8	9	1	10	7	4	1	4	10
9	2773770	2791272	1	2	3	1	4	5	6	7	8	9	10	11	7	4	1	4	11
9	2791272	2845010	1	2	3	1	4	5	6	7	8	9	10	11	12	4	1	4	12
9	2845010	2883014	1	2	3	4	5	6	7	8	9	10	11	12	13	5	4	5	13
9	2883014	3285092	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	5	15
9	3285092	3327750	1	2	3	4	5	6	7	8	7	9	10	11	12	13	14	5	14
9	3327750	3329573	1	2	3	4	5	6	7	8	7	9	10	11	12	13	14	15	15
9	3329573	3428002	1	2	3	4	5	6	7	8	7	9	10	11	12	13	14	8	14
9	3428002	3485556	1	2	3	4	5	6	7	8	7	9	10	11	12	2	13	8	13
9	3485556	3705772	1	2	3	4	5	6	7	8	7	3	9	10	11	2	12	8	12
9	3705772	3879183	1	2	3	4	5	6	7	8	7	3	9	10	11	2	5	8	11
9	3879183	3880350	1	2	3	4	5	6	7	8	7	9	10	11	12	2	5	8	12
9	3880350	3880374	1	2	3	4	5	6	7	8	7	9	10	11	12	2	13	8	13
9	3880374	4121197	1	2	3	4	5	6	7	8	9	10	11	12	13	2	14	8	14
9	4121197	4131425	1	2	3	4	5	6	3	7	8	9	10	11	12	2	13	7	13
9	4131425	4137214	1	2	3	4	5	6	3	7	8	9	10	11	4	2	12	7	12
9	4137214	4144067	1	2	3	4	5	4	3	6	7	8	9	10	4	2	11	6	11
9	4144067	4443742	1	2	3	4	3	4	3	5	6	7	8	9	4	2	10	5	10
9	4443742	4444122	1	2	3	4	3	4	3	5	6	7	8	9	10	2	11	5	11
9	4444122	4608828	1	2	3	4	3	5	3	6	7	8	9	10	11	2	12	6	12
9	4608828	4640596	1	2	3	4	3	5	3	6	7	8	9	10	11	12	13	6	13
9	4640596	4687061	1	2	3	4	5	6	3	7	8	9	10	11	12	13	14	7	14
9	4687061	4688727	1	2	3	4	5	6	3	5	7	8	9	10	11	12	13	5	13
9	4688727	4813513	1	2	3	4	5	6	3	7	8	9	10	11	12	13	14	5	14
9	4813513	4975929	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	5	15
9	4975929	5213121	1	2	3	4	5	6	7	8	9	10	11	12	12	13	14	5	14
9	5213121	5275224	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	5	15
9	5275224	5377439	1	2	3	4	5	2	6	7	8	9	10	11	12	13	14	5	14
9	5377439	5595573	1	2	3	4	5	2	6	7	8	9	10	11	12	2	13	5	13
9	5595573	5716733	1	2	3	4	5	2	6	5	7	8	9	10	11	2	12	5	12
9	5716733	5744969	1	2	3	4	5	2	6	5	3	7	8	9	10	2	11	5	11
9	5744969	5825142	1	2	3	4	5	2	6	5	3	3	7	8	9	2	10	5	10
9	5825142	5827195	1	2	3	4	5	6	7	5	3	3	8	9	10	2	11	5	11
9	5827195	6096721	1	2	3	4	5	6	7	5	3	3	8	9	10	11	12	5	12
9	6096721	6586430	1	2	3	4	5	6	7	8	3	3	9	10	11	12	13	5	13
9	6586430	6590911	1	2	3	4	5	6	7	8	9	9	10	11	12	13	14	5	14
9	6590911	6607216	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	5	15
9	6607216	6763335	1	2	3	4	5	6	7	8	9	10	11	12	13	14	14	5	14
9	6763335	6893485	1	2	3	4	5	6	7	8	9	7	10	11	12	13	13	5	13
9	6893485	6895036	1	2	3	4	5	6	7	8	9	7	10	11	12	13	14	5	14
9	6895036	6928184	1	2	3	4	1	5	6	7	8	6	9	10	11	12	13	1	13
9	6928184	7208547	1	2	3	4	1	5	6	7	8	6	9	10	11	11	12	1	12
9	7208547	7213953	1	2	3	4	5	6	7	8	9	7	10	11	12	12	13	5	13
9	7213953	7298816	1	2	3	4	5	6	7	8	9	7	10	11	12	13	14	5	14
9	7298816	7467013	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	5	15
9	7467013	7480132	1	2	3	4	5	6	7	8	9	10	11	12	13	4	14	5	14
9	7480132	7480774	1	2	3	4	5	6	7	8	9	10	11	12	13	4	14	15	15
9	7480774	7631342	1	2	3	4	5	6	7	8	9	10	11	12	13	4	14	5	14
9	7631342	7738374	1	2	3	4	5	6	7	8	9	10	11	12	4	4	13	5	13
9	7738374	8017181	1	2	3	4	5	6	7	8	9	10	11	12	4	13	14	5	14
9	8017181	8147067	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	5	15
