chrom	start	end	B73_inra	A632_usa	CO255_inra	FV252_inra	OH43_inra	A654_inra	FV2_inra	C103_inra	EP1_inra	D105_inra	W117_inra	B96	DK63	F492	ND245	VA85	n_haps
3	87930	768531	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	15	15
3	768531	901009	1	2	3	4	5	6	7	8	3	9	10	11	1	12	13	14	14
3	901009	918659	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	15	15
3	918659	1014826	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	2	14
3	1014826	1020223	1	1	2	3	4	5	6	7	2	8	9	10	11	12	13	1	13
3	1020223	1167328	1	1	2	3	4	5	6	7	2	8	9	10	11	12	2	1	12
3	1167328	1203551	1	2	3	4	5	6	7	4	3	8	9	10	11	12	3	1	12
3	1203551	1290045	1	2	3	4	5	6	7	4	3	8	9	10	9	11	3	1	11
3	1290045	1303575	1	2	3	4	5	6	7	4	3	8	9	10	9	11	12	1	12
3	1303575	1395937	1	2	3	4	5	6	7	8	3	9	10	11	10	12	13	14	14
3	1395937	1480999	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	15	15
3	1480999	1630680	1	2	3	4	5	6	7	8	3	9	10	11	9	12	13	14	14
3	1630680	1690836	1	2	3	4	5	6	7	5	3	8	9	10	8	11	12	13	13
3	1690836	1692382	1	2	3	4	5	6	7	5	3	8	9	10	11	12	13	14	14
3	1692382	1873228	1	2	3	4	5	6	7	5	3	1	8	9	10	11	12	13	13
3	1873228	1880453	1	2	3	4	5	6	7	5	3	8	9	10	11	12	13	14	14
3	1880453	1881491	1	2	3	4	5	6	7	5	8	9	10	11	12	13	14	15	15
3	1881491	2051535	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
3	2051535	2131392	1	2	3	4	5	6	5	7	8	9	10	11	12	13	14	15	15
3	2131392	2156179	1	2	3	4	5	2	5	6	7	8	9	10	11	12	13	14	14
3	2156179	2191593	1	2	3	4	5	2	5	6	7	8	9	10	11	12	13	1	13
3	2191593	2197463	1	2	3	4	5	2	6	7	8	9	10	11	12	13	14	1	14
3	2197463	2280334	1	2	3	4	5	2	6	7	8	9	10	10	11	11	12	1	12
3	2280334	2283309	1	2	3	4	5	2	6	7	8	9	10	10	11	11	1	1	11
3	2283309	2287051	1	2	3	4	5	2	6	7	8	2	9	9	10	10	1	1	10
3	2287051	2347776	1	2	3	4	5	2	6	7	7	2	8	8	9	9	1	1	9
3	2347776	2356975	1	2	3	4	5	6	7	8	8	6	9	9	10	10	1	1	10
3	2356975	2357018	1	2	3	4	5	6	7	8	8	6	9	9	10	11	1	1	11
3	2357018	2362235	1	2	3	4	5	6	7	8	8	6	9	10	11	12	1	1	12
3	2362235	2458708	1	2	3	4	3	5	6	7	7	5	2	8	9	10	1	1	10
3	2458708	2566737	1	2	3	4	3	5	6	7	7	8	2	9	10	11	1	1	11
3	2566737	2567102	1	2	3	4	5	6	7	8	8	9	2	10	11	12	1	1	12
3	2567102	2568323	1	2	3	4	5	6	7	8	8	9	10	11	12	13	1	1	13
3	2568323	2666175	1	2	3	4	5	6	7	8	9	10	11	12	13	14	1	1	14
3	2666175	2684141	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	15	15
3	2684141	2695858	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
3	2695858	2758255	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	1	15
3	2758255	2791560	1	2	3	4	5	6	7	8	9	10	11	12	13	6	14	1	14
3	2791560	2793471	1	2	3	4	5	6	7	8	3	9	10	11	12	6	13	1	13
3	2793471	2986045	1	2	3	4	5	4	6	7	3	8	9	10	11	4	12	1	12
3	2986045	2986172	1	2	3	4	5	4	6	5	3	7	8	9	10	4	11	1	11
3	2986172	3080237	1	2	3	4	5	6	7	5	3	8	9	10	11	4	12	1	12
3	3080237	3092101	1	2	3	4	5	6	7	5	3	8	9	10	11	12	13	1	13
3	3092101	3145405	1	2	3	4	5	6	7	5	3	8	9	10	11	12	13	14	14
3	3145405	3272948	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	15	15
3	3272948	3276477	1	2	3	4	5	6	3	7	3	8	9	10	11	12	13	14	14
3	3276477	3364699	1	2	3	4	5	6	3	7	3	8	9	10	4	11	7	5	11
3	3364699	3400778	1	2	3	4	5	6	3	7	3	8	9	10	4	11	7	12	12
3	3400778	3434474	1	2	3	4	5	6	7	8	3	9	10	11	4	12	8	13	13
3	3434474	3612452	1	2	3	4	5	6	7	8	3	8	9	10	4	11	8	12	12
3	3612452	3814339	1	2	3	4	5	6	7	8	3	8	9	10	11	12	13	14	14
3	3814339	3822877	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	15	15
3	3822877	3979767	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	10	14
3	3979767	4147815	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	15	15
3	4147815	4319637	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
3	4319637	4512026	1	2	3	4	5	6	7	8	9	10	11	6	12	13	14	15	15
3	4512026	4517040	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
3	4517040	4518920	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	5	15
3	4518920	4600030	1	2	3	4	5	6	7	8	9	10	11	12	13	14	9	5	14
3	4600030	4743517	1	2	1	3	4	5	6	7	8	9	10	11	12	13	8	4	13
3	4743517	4747818	1	2	1	1	3	4	5	6	7	8	9	10	11	12	7	3	12
3	4747818	4836660	1	2	1	1	3	4	5	6	4	7	8	9	10	8	4	3	10
3	4836660	4909881	1	2	1	1	3	4	5	2	4	6	7	8	9	7	4	3	9
3	4909881	4914879	1	2	1	1	3	4	5	2	4	6	7	8	9	7	4	10	10
3	4914879	4918390	1	2	1	1	3	4	5	6	4	7	8	9	10	8	4	11	11
3	4918390	4924441	1	2	1	1	3	4	5	6	7	8	9	10	11	9	4	12	12
3	4924441	4937825	1	2	1	1	3	4	5	6	7	4	8	9	10	8	4	11	11
3	4937825	4951681	1	2	3	1	4	5	6	7	8	5	9	10	11	9	5	12	12
3	4951681	4952318	1	2	3	1	4	5	6	7	8	5	9	10	11	12	5	13	13
3	4952318	5016887	1	2	3	1	4	5	6	7	8	5	9	10	11	12	5	11	12
3	5016887	5021323	1	2	3	1	4	5	6	7	8	5	9	10	11	12	13	11	13
3	5021323	5112148	1	2	3	4	5	6	7	8	9	6	10	11	12	13	14	12	14
3	5112148	5158085	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
3	5158085	5161600	1	2	3	4	5	6	7	8	9	10	11	12	13	12	14	15	15
3	5161600	5164593	1	2	3	4	5	6	7	8	9	10	11	12	13	12	4	14	14
3	5164593	5285688	1	2	3	4	5	6	7	8	9	10	11	12	13	12	4	4	13
3	5285688	5469574	1	2	3	4	5	6	7	8	9	10	1	11	12	11	4	4	12
3	5469574	5488939	1	2	3	4	5	6	7	8	9	10	1	11	12	13	4	4	13
3	5488939	5499953	1	2	3	4	5	6	7	8	9	10	1	11	12	13	14	14	14
3	5499953	5689251	1	2	3	4	5	6	7	8	9	10	1	11	12	13	14	15	15
3	5689251	5709940	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
3	5709940	5809476	1	2	3	4	5	6	7	8	9	10	11	12	13	14	9	15	15
3	5809476	5916332	1	2	3	4	5	3	6	7	8	9	10	11	12	13	8	14	14
3	5916332	6091876	1	2	3	4	5	3	6	7	8	9	10	11	4	12	8	13	13
3	6091876	6105954	1	2	3	4	5	6	7	8	9	10	11	12	4	13	9	14	14
3	6105954	6295094	1	2	3	4	5	6	7	8	9	10	11	12	13	14	9	15	15
3	6295094	6377738	1	2	3	4	5	6	7	8	9	8	10	11	12	13	9	14	14
3	6377738	6383376	1	2	3	4	5	6	7	8	9	8	10	11	8	12	9	13	13
3	6383376	6384651	1	2	3	4	5	6	7	8	9	8	10	11	8	12	9	3	12
3	6384651	6669219	1	2	3	4	5	6	7	8	7	8	9	10	8	11	7	3	11
3	6669219	6670924	1	2	3	4	5	6	7	8	9	8	10	11	8	12	9	3	12
3	6670924	6672063	1	2	3	4	5	6	7	6	8	6	9	10	6	11	8	3	11
3	6672063	6772672	1	2	3	4	5	6	7	6	8	6	9	10	6	11	8	12	12
3	6772672	6773513	1	2	3	4	5	2	6	2	7	2	8	9	2	10	7	11	11
3	6773513	6777054	1	2	3	4	5	2	6	2	7	2	8	9	10	11	7	12	12
3	6777054	7011618	1	2	3	4	5	6	7	6	8	2	9	10	11	12	8	13	13
3	7011618	7038999	1	2	3	4	5	6	7	6	8	9	10	11	12	13	8	14	14
3	7038999	7084911	1	2	3	4	5	6	7	8	9	10	11	12	13	14	9	15	15
3	7084911	7302218	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
3	7302218	7404055	1	2	3	4	5	6	7	8	7	9	10	11	12	13	14	15	15
3	7404055	7448303	1	2	3	4	5	6	7	8	7	9	9	10	11	12	13	14	14
3	7448303	7485060	1	2	3	4	5	6	7	8	7	9	9	10	11	6	12	13	13
3	7485060	7516772	1	2	3	4	5	6	7	8	9	10	10	11	12	6	13	14	14
3	7516772	7527361	1	2	3	4	5	6	7	8	9	10	10	11	12	6	8	13	13
3	7527361	7740189	1	2	3	4	5	6	7	8	9	10	10	11	12	6	8	12	12
3	7740189	8073349	1	2	3	4	5	3	6	7	8	9	9	10	11	3	7	11	11
3	8073349	8100737	1	2	3	4	5	3	6	7	8	9	9	10	3	3	7	3	10
3	8100737	8106634	1	2	3	4	5	3	6	7	8	9	10	11	12	3	13	3	13
3	8106634	8292148	1	2	3	4	5	3	6	7	8	9	10	11	12	13	14	3	14
3	8292148	8369380	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	3	15
3	8369380	8663706	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
3	8663706	8727267	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	15	15
3	8727267	8851661	1	2	3	4	5	1	6	7	3	8	9	10	11	12	13	14	14
3	8851661	8851990	1	2	3	4	5	1	6	7	3	8	9	2	10	11	12	13	13
3	8851990	9088446	1	2	3	4	5	1	6	7	3	6	8	2	9	10	11	12	12
3	9088446	9097635	1	2	3	4	5	1	6	7	3	6	8	2	9	10	11	2	11
3	9097635	9137392	1	2	3	4	5	1	3	6	3	3	7	2	8	9	10	2	10
3	9137392	9144348	1	2	3	4	5	1	3	6	3	7	8	2	9	10	11	2	11
3	9144348	9346550	1	2	3	4	5	1	3	6	3	7	8	9	10	11	12	2	12
3	9346550	9357198	1	2	3	4	5	1	6	7	3	8	9	10	11	12	13	2	13
3	9357198	9369097	1	2	3	4	5	1	6	7	3	8	9	10	11	12	13	14	14
3	9369097	9369737	1	2	3	4	5	1	6	7	3	8	9	10	11	12	13	5	13
3	9369737	9579124	1	2	3	4	5	1	6	5	3	7	8	9	10	11	12	5	12
3	9579124	9736554	1	2	3	4	5	6	7	5	3	8	9	10	11	12	13	5	13
3	9736554	9743830	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	8	14
3	9743830	9811957	1	2	3	4	5	6	7	2	3	8	9	10	11	12	13	2	13
3	9811957	9980175	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	2	14
3	9980175	10385532	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	15	15
3	10385532	10548378	1	2	3	4	5	6	7	8	3	9	10	11	2	12	13	14	14
3	10548378	10774922	1	2	3	4	5	6	4	7	3	8	9	10	2	11	12	13	13
3	10774922	10774951	1	2	3	4	5	6	4	7	3	8	9	10	2	11	12	5	12
3	10774951	10867320	1	2	3	4	5	6	4	7	3	4	8	9	2	10	11	5	11
3	10867320	11022395	1	2	3	4	5	6	4	7	3	4	4	8	2	9	10	5	10
3	11022395	11159770	1	2	3	4	5	6	4	7	3	4	4	8	9	10	11	5	11
3	11159770	11443745	1	2	3	4	5	6	4	7	3	4	8	9	10	11	12	5	12
3	11443745	11444252	1	2	3	4	5	5	4	6	3	4	7	8	9	10	11	5	11
3	11444252	11471400	1	2	3	4	5	5	4	6	3	7	8	9	10	11	12	5	12
3	11471400	11500392	1	2	3	4	5	5	4	6	3	7	8	9	10	11	3	5	11
3	11500392	11504912	1	2	3	4	5	6	4	7	3	8	9	10	11	12	3	6	12
3	11504912	11692672	1	2	3	4	5	6	7	8	3	9	10	11	12	13	3	6	13
3	11692672	11825385	1	2	3	4	5	6	7	8	3	9	10	11	12	13	3	14	14
3	11825385	12206093	1	2	3	4	5	6	7	8	3	9	10	11	12	13	14	15	15
3	12206093	12208812	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
3	12208812	12549245	1	2	3	4	5	6	7	8	2	9	10	11	12	13	14	15	15
3	12549245	12829413	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
3	12829413	13020440	1	2	3	4	5	6	7	8	9	10	11	12	13	14	14	15	15
3	13020440	13177943	1	2	3	4	5	6	7	8	9	4	10	11	12	13	13	14	14
3	13177943	13252467	1	2	3	4	5	6	7	8	3	4	9	10	11	12	12	13	13
3	13252467	13252550	1	2	3	4	5	6	7	8	3	4	8	9	10	11	11	12	12
3	13252550	13253922	1	2	3	4	5	6	7	8	3	4	8	9	10	11	12	13	13
3	13253922	13690885	1	2	3	4	5	6	7	8	3	4	8	6	9	10	11	12	12
