chrom	start	end	B73_inra	A632_usa	CO255_inra	FV252_inra	OH43_inra	A654_inra	FV2_inra	C103_inra	EP1_inra	D105_inra	W117_inra	B96	DK63	F492	ND245	VA85	n_haps
4	168673	234900	1	2	3	4	5	6	7	8	9	10	11	12	1	13	14	8	14
4	234900	296703	1	2	3	4	5	6	7	2	8	9	6	10	1	1	5	2	10
4	296703	699706	1	2	3	4	5	6	7	2	8	9	6	4	1	1	5	2	9
4	699706	917040	1	2	3	4	5	6	7	2	8	3	6	4	1	1	5	2	8
4	917040	921131	1	2	3	4	3	5	6	2	7	3	5	8	1	1	3	2	8
4	921131	924326	1	2	3	4	5	6	7	2	8	5	6	9	1	1	5	2	9
4	924326	980486	1	2	3	4	5	6	7	8	9	5	6	10	1	1	5	8	10
4	980486	981657	1	2	3	4	5	6	7	8	9	5	10	11	1	1	5	8	11
4	981657	1045477	1	2	3	4	3	5	6	7	8	3	9	10	1	1	3	7	10
4	1045477	1197906	1	2	3	4	3	5	6	7	8	3	9	10	1	1	3	11	11
4	1197906	1277664	1	2	3	4	3	3	5	6	7	3	8	9	1	1	3	10	10
4	1277664	1284503	1	2	3	4	5	5	6	7	8	3	9	10	1	1	5	11	11
4	1284503	1369532	1	2	3	4	5	5	6	7	8	3	2	9	1	1	5	10	10
4	1369532	1445526	1	2	3	4	5	5	6	7	8	9	2	10	1	1	5	11	11
4	1445526	1473058	1	2	3	4	5	6	7	8	9	10	2	11	1	1	5	12	12
4	1473058	1476799	1	2	3	4	5	6	7	8	9	10	2	11	1	1	5	1	11
4	1476799	1529004	1	2	3	4	5	6	7	8	9	10	11	12	1	13	5	13	13
4	1529004	1714470	1	2	3	4	5	6	7	1	8	9	10	11	1	12	5	12	12
4	1714470	1749817	1	2	3	4	5	6	7	1	8	9	10	11	1	12	5	13	13
4	1749817	1768241	1	2	3	4	5	6	7	1	8	9	10	11	1	1	5	12	12
4	1768241	1860494	1	2	3	4	5	6	7	1	8	9	10	11	12	12	5	13	13
4	1860494	1862554	1	2	3	4	5	6	7	8	9	10	11	12	13	13	5	14	14
4	1862554	2669992	1	2	3	4	5	6	7	8	9	10	11	12	1	1	5	13	13
4	2669992	2964617	1	2	3	4	5	6	7	8	9	10	11	12	1	13	5	14	14
4	2964617	2978212	1	2	3	4	5	6	7	8	9	10	11	12	13	14	5	15	15
4	2978212	3340108	1	2	3	4	5	6	7	8	9	10	11	12	1	13	5	14	14
4	3340108	3344711	1	2	3	4	5	6	7	8	9	10	11	12	13	14	5	15	15
4	3344711	3350652	1	2	3	4	5	6	7	8	9	10	11	12	1	13	5	14	14
4	3350652	3441723	1	2	3	4	5	6	7	8	9	10	11	12	1	13	5	13	13
4	3441723	3496936	1	2	3	4	5	6	7	8	9	10	11	12	1	13	14	13	14
4	3496936	3498915	1	2	3	4	5	6	7	8	9	10	11	12	1	13	14	15	15
4	3498915	3600932	1	2	3	4	5	6	7	8	9	10	11	12	1	13	14	11	14
4	3600932	3649318	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	11	15
4	3649318	4143819	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
4	4143819	4182304	1	2	3	4	5	6	7	5	8	9	10	11	12	13	14	15	15
4	4182304	4422712	1	2	3	4	5	6	7	5	8	4	9	10	11	12	13	14	14
4	4422712	4473246	1	2	3	4	5	6	7	5	8	9	10	11	12	13	14	15	15
4	4473246	4475281	1	2	3	4	5	6	7	5	8	9	10	11	12	13	14	3	14
4	4475281	4523351	1	2	3	4	5	6	7	5	8	9	10	8	11	12	13	3	13
4	4523351	4610162	1	2	3	4	5	6	7	5	8	9	2	8	10	11	12	3	12
4	4610162	4715911	1	2	3	4	5	6	7	5	8	9	2	10	11	12	13	3	13
4	4715911	4785873	1	2	3	4	5	6	7	5	8	9	2	10	11	12	13	14	14
4	4785873	5014172	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
4	5014172	5146445	1	2	1	3	4	5	6	7	8	9	10	11	12	13	14	15	15
4	5146445	5253565	1	2	1	3	4	5	6	7	8	9	10	11	12	13	7	14	14
4	5253565	5255972	1	1	1	2	3	4	5	6	7	8	9	10	11	12	6	13	13
4	5255972	5325323	1	1	2	3	4	5	6	7	8	9	10	11	12	13	7	14	14
4	5325323	5617859	1	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	15
4	5617859	5624758	1	1	2	3	4	1	5	6	7	8	9	10	11	12	13	14	14
4	5624758	5644302	1	2	3	4	5	2	6	7	8	9	10	11	12	13	14	15	15
4	5644302	5740383	1	1	2	3	4	1	5	6	7	8	9	10	11	12	13	14	14
4	5740383	5743070	1	2	3	4	5	1	6	7	8	9	10	11	12	13	14	15	15
4	5743070	5753125	1	1	2	3	4	1	5	6	7	8	9	10	11	12	13	14	14
4	5753125	5797794	1	1	2	3	4	1	5	4	6	7	8	9	10	11	12	13	13
4	5797794	5850468	1	1	2	3	4	5	6	4	7	8	9	10	11	12	13	14	14
4	5850468	6032473	1	1	2	3	4	5	6	4	7	8	9	10	11	12	2	13	13
4	6032473	6125865	1	1	2	3	4	5	6	7	8	9	10	11	12	13	2	14	14
4	6125865	6126370	1	2	3	4	5	6	7	8	9	10	11	12	13	14	3	15	15
4	6126370	6129841	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	16
4	6129841	6152915	1	2	3	4	5	1	6	7	8	9	10	11	12	13	14	15	15
4	6152915	6154077	1	2	3	4	5	1	6	7	8	9	5	10	11	12	13	14	14
4	6154077	6154166	1	2	3	4	5	1	6	7	8	9	5	10	7	11	12	13	13
4	6154166	6225198	1	2	3	4	5	1	6	7	6	8	5	9	7	10	11	12	12
4	6225198	6234328	1	2	3	4	5	1	6	4	6	7	5	8	4	9	10	11	11
4	6234328	6234464	1	2	3	4	5	1	6	4	6	7	5	8	4	9	10	7	10
4	6234464	6487311	1	2	3	4	5	1	6	4	6	7	5	8	4	2	9	7	9
4	6487311	6599976	1	2	3	4	5	1	6	4	6	4	5	7	4	2	8	4	8
4	6599976	6609182	1	2	3	4	5	1	6	7	6	7	5	8	4	2	9	7	9
4	6609182	6627723	1	2	3	4	5	1	6	7	6	7	5	8	4	9	10	7	10
4	6627723	6685711	1	2	3	4	5	1	6	7	6	7	5	8	4	9	10	11	11
4	6685711	6687358	1	2	3	4	5	1	6	7	6	7	8	9	4	10	11	12	12
4	6687358	6760223	1	2	3	4	5	1	6	7	6	7	8	9	10	11	12	13	13
4	6760223	6771718	1	2	3	4	5	6	7	8	7	9	10	11	12	13	14	15	15
4	6771718	6778484	1	2	3	4	5	6	7	8	7	9	10	11	1	12	13	14	14
4	6778484	6911274	1	2	3	4	5	6	7	8	9	10	11	12	1	13	14	15	15
4	6911274	6914432	1	2	3	4	5	6	7	8	3	9	10	11	1	12	13	14	14
4	6914432	6971470	1	2	3	4	5	6	7	5	3	8	9	10	1	11	12	13	13
4	6971470	7053865	1	2	3	4	5	6	7	5	3	8	9	10	11	12	13	14	14
4	7053865	7190064	1	2	3	4	5	2	6	5	3	7	8	9	10	11	12	13	13
4	7190064	7220927	1	2	3	4	5	2	6	7	3	8	9	10	11	12	13	14	14
4	7220927	7231789	1	2	3	4	5	2	6	7	8	9	10	11	12	13	14	15	15
4	7231789	7280823	1	2	3	4	5	2	6	7	8	9	10	11	12	13	14	2	14
4	7280823	7327538	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	2	15
